"","time","gold","silver"
"1745","2008-09-08",452.21,455.72
"1746","2008-09-09",446.31,442.52
"1747","2008-09-10",429.71,411.38
"1748","2008-09-11",420.15,398.75
"1749","2008-09-12",430.88,407.83
"1750","2008-09-15",443.62,420.74
"1751","2008-09-16",439.97,397.4
"1752","2008-09-17",479.44,441.16
"1753","2008-09-18",505.67,479.91
"1754","2008-09-19",487.47,471.42
"1755","2008-09-22",512.49,508.31
"1756","2008-09-23",502.48,497.75
"1757","2008-09-24",504.64,507.97
"1758","2008-09-25",497.33,501.76
"1759","2008-09-26",501.01,510.39
"1760","2008-09-29",504.4,492.38
"1761","2008-09-30",496.75,464.05
"1762","2008-10-01",500.43,482.77
"1763","2008-10-02",476.19,420.41
"1764","2008-10-03",469.95,428.17
"1765","2008-10-06",488.6,426.7
"1766","2008-10-07",497.52,430.3
"1767","2008-10-08",511.35,445.13
"1768","2008-10-09",500.07,449.03
"1769","2008-10-10",484.57,400.82
"1770","2008-10-13",475.28,408.02
"1771","2008-10-14",473.59,418.24
"1772","2008-10-15",473.31,384.96
"1773","2008-10-16",453.86,364.36
"1774","2008-10-17",444.39,353.02
"1775","2008-10-20",445.7,366.46
"1776","2008-10-21",433.31,381.03
"1777","2008-10-22",414.82,357.79
"1778","2008-10-23",403.26,359.31
"1779","2008-10-24",412.08,351.57
"1780","2008-10-27",419.23,347.83
"1781","2008-10-28",417.89,332.51
"1782","2008-10-29",425.52,370.92
"1783","2008-10-30",416.78,370.17
"1784","2008-10-31",405.34,368.1
"1785","2008-11-03",410.22,368.88
"1786","2008-11-04",427.44,383.27
"1787","2008-11-05",419.04,395.57
"1788","2008-11-06",413.29,380.44
"1789","2008-11-07",414.42,376.96
"1790","2008-11-10",421.37,386.74
"1791","2008-11-11",413.58,370.99
"1792","2008-11-12",405.34,358.72
"1793","2008-11-13",397.72,332.75
"1794","2008-11-14",419.06,359.14
"1795","2008-11-17",418.68,353
"1796","2008-11-18",413.05,361.07
"1797","2008-11-19",414.69,351.99
"1798","2008-11-20",421.95,341.1
"1799","2008-11-21",446.17,358.29
"1800","2008-11-24",461.94,391.2
"1801","2008-11-25",462,388.45
"1802","2008-11-26",456.82,387.09
"1803","2008-11-27",456.82,387.09
"1804","2008-11-28",461.16,385.63
"1805","2008-12-01",437.4,353.59
"1806","2008-12-02",441.06,362.45
"1807","2008-12-03",433.86,361.51
"1808","2008-12-04",431.04,358.87
"1809","2008-12-05",423.55,355.48
"1810","2008-12-08",433.18,376.02
"1811","2008-12-09",435.94,371.31
"1812","2008-12-10",455.42,384.5
"1813","2008-12-11",465.45,392.98
"1814","2008-12-12",462.01,385.63
"1815","2008-12-15",471.02,400.34
"1816","2008-12-16",474.51,403.54
"1817","2008-12-17",489.04,430.49
"1818","2008-12-18",484.59,419.19
"1819","2008-12-19",471.53,409.01
"1820","2008-12-22",477.05,409.39
"1821","2008-12-23",471.93,386.77
"1822","2008-12-24",477.5,390.16
"1823","2008-12-25",477.5,390.16
"1824","2008-12-26",490.57,396.95
"1825","2008-12-29",492.88,407.51
"1826","2008-12-30",489.9,413.91
"1827","2008-12-31",497.95,425.79
"1828","2009-01-01",497.95,425.79
"1829","2009-01-02",495.25,433.14
"1830","2009-01-05",483.03,424.85
"1831","2009-01-06",487.65,431.45
"1832","2009-01-07",473.97,418.63
"1833","2009-01-08",481.18,418.33
"1834","2009-01-09",481.47,426.74
"1835","2009-01-12",462.32,405.26
"1836","2009-01-13",462.19,402.62
"1837","2009-01-14",455.45,394.9
"1838","2009-01-15",454.78,393.58
"1839","2009-01-16",473.11,422.8
"1840","2009-01-19",473.11,422.8
"1841","2009-01-20",481.66,421.29
"1842","2009-01-21",478.79,426.95
"1843","2009-01-22",483.74,428.46
"1844","2009-01-23",504.66,450.14
"1845","2009-01-26",511.97,456.55
"1846","2009-01-27",506.75,459
"1847","2009-01-28",500.34,451.01
"1848","2009-01-29",509.62,457.88
"1849","2009-01-30",521.93,473.71
"1850","2009-02-02",510.02,468.06
"1851","2009-02-03",501.76,463.73
"1852","2009-02-04",507.22,470.15
"1853","2009-02-05",513.97,480.71
"1854","2009-02-06",514.03,496.17
"1855","2009-02-09",501.95,483.73
"1856","2009-02-10",513.99,495.07
"1857","2009-02-11",531.03,509.83
"1858","2009-02-12",533.67,509.45
"1859","2009-02-13",529.74,513.82
"1860","2009-02-16",529.74,513.82
"1861","2009-02-17",543.99,528.48
"1862","2009-02-18",550.01,539.01
"1863","2009-02-19",549.06,525.59
"1864","2009-02-20",563.51,546.58
"1865","2009-02-23",559.48,545.02
"1866","2009-02-24",545.15,527.83
"1867","2009-02-25",543.3,523.28
"1868","2009-02-26",530.03,488.11
"1869","2009-02-27",529.98,493.2
"1870","2009-03-02",528.59,491.7
"1871","2009-03-03",513.74,478.35
"1872","2009-03-04",509.87,485.88
"1873","2009-03-05",521.74,493.6
"1874","2009-03-06",530.12,501.61
"1875","2009-03-09",516.25,486.84
"1876","2009-03-10",503.81,471.79
"1877","2009-03-11",512.16,481.58
"1878","2009-03-12",519.63,486.96
"1879","2009-03-13",523.11,497.2
"1880","2009-03-16",518.58,484.98
"1881","2009-03-17",515.67,476.71
"1882","2009-03-18",500.07,449.06
"1883","2009-03-19",539.18,508.7
"1884","2009-03-20",537.78,520.74
"1885","2009-03-23",535.72,522.07
"1886","2009-03-24",519.56,502.58
"1887","2009-03-25",526.3,505.59
"1888","2009-03-26",528.66,512.48
"1889","2009-03-27",519.18,499.05
"1890","2009-03-30",514.92,490.41
"1891","2009-03-31",519.02,488.6
"1892","2009-04-01",520.54,488.23
"1893","2009-04-02",509.99,490.11
"1894","2009-04-03",503.49,479.2
"1895","2009-04-06",489.75,455.69
"1896","2009-04-07",495.64,459.46
"1897","2009-04-08",497.1,464.35
"1898","2009-04-09",495.65,463.99
"1899","2009-04-10",495.65,463.99
"1900","2009-04-13",502.67,480.49
"1901","2009-04-14",500.54,480.38
"1902","2009-04-15",501.39,481.66
"1903","2009-04-16",493.7,461.12
"1904","2009-04-17",487.03,443.59
"1905","2009-04-20",498.03,455.46
"1906","2009-04-21",495.34,453.77
"1907","2009-04-22",500.84,463.05
"1908","2009-04-23",508.76,479.98
"1909","2009-04-24",512.97,486.26
"1910","2009-04-27",509.66,487.58
"1911","2009-04-28",501.47,466.59
"1912","2009-04-29",505.35,479.69
"1913","2009-04-30",500.13,462.8
"1914","2009-05-01",498.45,469.37
"1915","2009-05-04",506.31,492.39
"1916","2009-05-05",507.49,503.92
"1917","2009-05-06",511.25,514.82
"1918","2009-05-07",513.78,526.84
"1919","2009-05-08",513.44,524.02
"1920","2009-05-11",512.68,522.34
"1921","2009-05-12",518.55,533.8
"1922","2009-05-13",519.67,526.48
"1923","2009-05-14",521.02,527.23
"1924","2009-05-15",522.59,526.11
"1925","2009-05-18",517.22,519.36
"1926","2009-05-19",520.02,530.44
"1927","2009-05-20",526.02,536.26
"1928","2009-05-21",533.64,542.46
"1929","2009-05-22",537.95,551.85
"1930","2009-05-25",537.95,551.85
"1931","2009-05-26",534.94,548.29
"1932","2009-05-27",535,558.25
"1933","2009-05-28",539.48,569.33
"1934","2009-05-29",549.06,586.23
"1935","2009-06-01",548.9,590.94
"1936","2009-06-02",551.37,599.2
"1937","2009-06-03",540.84,574.98
"1938","2009-06-04",550.2,596.95
"1939","2009-06-05",539.17,577.91
"1940","2009-06-08",533.52,561.66
"1941","2009-06-09",534.75,568.63
"1942","2009-06-10",534.75,571.85
"1943","2009-06-11",538.85,581.93
"1944","2009-06-12",526.92,558.7
"1945","2009-06-15",519.53,527.01
"1946","2009-06-16",522.17,530.76
"1947","2009-06-17",524.3,536.34
"1948","2009-06-18",523.52,534.84
"1949","2009-06-19",524.42,533.39
"1950","2009-06-22",515.91,514.81
"1951","2009-06-23",517.76,519.98
"1952","2009-06-24",523.42,522.46
"1953","2009-06-25",526.28,525.83
"1954","2009-06-26",527.12,530.48
"1955","2009-06-29",526.96,523.71
"1956","2009-06-30",519.52,509.66
"1957","2009-07-01",527.3,515.66
"1958","2009-07-02",521.54,502.47
"1959","2009-07-03",521.54,502.47
"1960","2009-07-06",517.8,496.11
"1961","2009-07-07",520.49,495.44
"1962","2009-07-08",509.4,481.65
"1963","2009-07-09",513.29,484.76
"1964","2009-07-10",511.22,473.89
"1965","2009-07-13",516.82,479.15
"1966","2009-07-14",516.94,481.77
"1967","2009-07-15",526.22,495.01
"1968","2009-07-16",523.99,496.02
"1969","2009-07-17",525.16,502.32
"1970","2009-07-20",531.48,510.65
"1971","2009-07-21",530.37,505.14
"1972","2009-07-22",533.94,513.46
"1973","2009-07-23",534.84,516.09
"1974","2009-07-24",533.89,520.03
"1975","2009-07-27",534.13,524.35
"1976","2009-07-28",525.97,514.98
"1977","2009-07-29",519.27,496.92
"1978","2009-07-30",523.52,505.43
"1979","2009-07-31",533.86,522.48
"1980","2009-08-03",535.54,534.19
"1981","2009-08-04",541.63,550.79
"1982","2009-08-05",539.74,553.23
"1983","2009-08-06",537.84,548.92
"1984","2009-08-07",535.94,549.79
"1985","2009-08-10",528.91,538.06
"1986","2009-08-11",529.31,537.66
"1987","2009-08-12",532.05,546.67
"1988","2009-08-13",534.28,561.77
"1989","2009-08-14",529.93,551.86
"1990","2009-08-17",522.73,523.72
"1991","2009-08-18",524.63,523.17
"1992","2009-08-19",527.76,519.95
"1993","2009-08-20",526.04,520.11
"1994","2009-08-21",533.3,530.8
"1995","2009-08-24",527.16,532
"1996","2009-08-25",528.45,536.31
"1997","2009-08-26",528.34,534.14
"1998","2009-08-27",529.18,532.76
"1999","2009-08-28",535.61,553.85
"2000","2009-08-31",532.65,557.89
"2001","2009-09-01",534.33,563.01
"2002","2009-09-02",546.62,574.42
"2003","2009-09-03",557.35,609
"2004","2009-09-04",556.8,608.82
"2005","2009-09-07",556.8,608.82
"2006","2009-09-08",558.54,617.24
"2007","2009-09-09",557.03,615.75
"2008","2009-09-10",556.87,623.23
"2009","2009-09-11",562.23,624.35
"2010","2009-09-14",559.28,621.48
"2011","2009-09-15",562.18,635.58
"2012","2009-09-16",569.95,651.65
"2013","2009-09-17",566.21,645.49
"2014","2009-09-18",564.42,638.01
"2015","2009-09-21",561.41,631.1
"2016","2009-09-22",567.34,639.89
"2017","2009-09-23",566.72,632.23
"2018","2009-09-24",558.07,609.24
"2019","2009-09-25",553.99,600.45
"2020","2009-09-28",555.39,605.51
"2021","2009-09-29",555.56,604.87
"2022","2009-09-30",563.89,622.82
"2023","2009-10-01",559.08,614.67
"2024","2009-10-02",561.1,606.82
"2025","2009-10-05",568.65,618.23
"2026","2009-10-06",580.88,646.65
"2027","2009-10-07",583.51,654.31
"2028","2009-10-08",590.16,666.09
"2029","2009-10-09",585.86,661.42
"2030","2009-10-12",590.83,666.29
"2031","2009-10-13",595.03,667.03
"2032","2009-10-14",594.86,669.58
"2033","2009-10-15",586.98,651.15
"2034","2009-10-16",587.49,651.33
"2035","2009-10-19",591.18,659
"2036","2009-10-20",591.46,656.5
"2037","2009-10-21",594.76,666.48
"2038","2009-10-22",591.46,656.02
"2039","2009-10-23",590.23,662.67
"2040","2009-10-26",582.64,639.2
"2041","2009-10-27",578.5,618.45
"2042","2009-10-28",575.77,607.23
"2043","2009-10-29",585.04,622.75
"2044","2009-10-30",581.3,607.79
"2045","2009-11-02",588.9,614.72
"2046","2009-11-03",606.17,642.39
"2047","2009-11-04",607.51,650.8
"2048","2009-11-05",608.63,650.99
"2049","2009-11-06",612.21,649.68
"2050","2009-11-09",615.41,653.62
"2051","2009-11-10",616.02,643.97
"2052","2009-11-11",622.78,655.76
"2053","2009-11-12",618.31,645.57
"2054","2009-11-13",623.95,649.87
"2055","2009-11-16",636.57,688.01
"2056","2009-11-17",636.68,687.49
"2057","2009-11-18",637.68,688.53
"2058","2009-11-19",638.08,689.99
"2059","2009-11-20",640.76,689.47
"2060","2009-11-23",650.8,695.93
"2061","2009-11-24",651.48,690.15
"2062","2009-11-25",663.31,701.56
"2063","2009-11-26",663.31,701.56
"2064","2009-11-27",656,684.21
"2065","2009-11-30",659.79,691.31
"2066","2009-12-01",669.78,716.87
"2067","2009-12-02",676.93,721.16
"2068","2009-12-03",679.89,713.81
"2069","2009-12-04",652.66,691.12
"2070","2009-12-07",649.59,685.16
"2071","2009-12-08",638.09,664.52
"2072","2009-12-09",625.54,641.12
"2073","2009-12-10",628.5,641.42
"2074","2009-12-11",624.98,637.77
"2075","2009-12-14",627.16,647.1
"2076","2009-12-15",626.72,651.39
"2077","2009-12-16",634.08,660.27
"2078","2009-12-17",618.01,641.69
"2079","2009-12-18",620.3,646.36
"2080","2009-12-21",611.65,635.72
"2081","2009-12-22",606.46,635.54
"2082","2009-12-23",610.54,641.51
"2083","2009-12-24",616.57,650.84
"2084","2009-12-25",616.57,650.84
"2085","2009-12-28",618.3,655.32
"2086","2009-12-29",612.83,638.53
"2087","2009-12-30",609.71,627.04
"2088","2009-12-31",611.78,628.65
"2089","2010-01-01",611.78,628.65
"2090","2010-01-04",624.12,651.72
"2091","2010-01-05",624.34,664.29
"2092","2010-01-06",634.28,678.29
"2093","2010-01-07",632.72,684.64
"2094","2010-01-08",635.62,689.3
"2095","2010-01-11",642.6,697.71
"2096","2010-01-12",630.33,681.29
"2097","2010-01-13",634.46,692.3
"2098","2010-01-14",637.87,696.22
"2099","2010-01-15",630.9,687.71
"2100","2010-01-18",630.9,687.71
"2101","2010-01-19",636.14,701.63
"2102","2010-01-20",620.76,667.3
"2103","2010-01-21",615.52,653.49
"2104","2010-01-22",608.05,631.92
"2105","2010-01-25",611.4,639.87
"2106","2010-01-26",612.91,629.24
"2107","2010-01-27",605.21,613.56
"2108","2010-01-28",604.71,605.05
"2109","2010-01-29",604.16,604.23
"2110","2010-02-01",615.98,621.78
"2111","2010-02-02",623.23,624.88
"2112","2010-02-03",619.88,608.98
"2113","2010-02-04",592.57,572.89
"2114","2010-02-05",586.89,553.48
"2115","2010-02-08",594.36,563.03
"2116","2010-02-09",600.49,576.1
"2117","2010-02-10",599.99,571.07
"2118","2010-02-11",610.25,581.91
"2119","2010-02-12",607.64,576.54
"2120","2010-02-15",607.64,576.54
"2121","2010-02-16",624.25,602.75
"2122","2010-02-17",624.42,600.81
"2123","2010-02-18",623.65,599.4
"2124","2010-02-19",625.54,612.59
"2125","2010-02-22",620.53,605.48
"2126","2010-02-23",615.01,592.99
"2127","2010-02-24",611.67,594.86
"2128","2010-02-25",617.97,601.16
"2129","2010-02-26",623.77,615.66
"2130","2010-03-01",623.44,613.72
"2131","2010-03-02",634.09,635.9
"2132","2010-03-03",637.38,645.78
"2133","2010-03-04",631.7,640.08
"2134","2010-03-05",632.87,647.76
"2135","2010-03-08",626.64,643.66
"2136","2010-03-09",625.69,646.13
"2137","2010-03-10",617.78,634.2
"2138","2010-03-11",617.84,639.5
"2139","2010-03-12",614.22,635.33
"2140","2010-03-15",616.24,637.57
"2141","2010-03-16",625.71,646.74
"2142","2010-03-17",626.66,653.04
"2143","2010-03-18",628.5,649.28
"2144","2010-03-19",617.47,634.75
"2145","2010-03-22",612.97,631.14
"2146","2010-03-23",615.31,634.58
"2147","2010-03-24",606.96,620.19
"2148","2010-03-25",609.3,623.92
"2149","2010-03-26",615.6,630.07
"2150","2010-03-29",619,648.01
"2151","2010-03-30",615.78,645.89
"2152","2010-03-31",620.68,653.19
"2153","2010-04-01",627.14,666.76
"2154","2010-04-02",627.14,666.76
"2155","2010-04-05",631.44,675.27
"2156","2010-04-06",632.67,668.31
"2157","2010-04-07",642.14,678.3
"2158","2010-04-08",642.09,675.62
"2159","2010-04-09",647.1,683.97
"2160","2010-04-12",647.28,686.33
"2161","2010-04-13",642.38,680.15
"2162","2010-04-14",645.84,686.36
"2163","2010-04-15",646.23,687.07
"2164","2010-04-16",633.2,658.75
"2165","2010-04-19",632.59,660.84
"2166","2010-04-20",634.49,664.31
"2167","2010-04-21",639.84,673.91
"2168","2010-04-22",636.56,671.31
"2169","2010-04-23",642.57,678.16
"2170","2010-04-26",642.75,683.6
"2171","2010-04-27",647.32,675.42
"2172","2010-04-28",652.67,674.9
"2173","2010-04-29",651,691.42
"2174","2010-04-30",657.63,693.66
"2175","2010-05-03",659.09,701.15
"2176","2010-05-04",651.24,664.01
"2177","2010-05-05",654.47,652.55
"2178","2010-05-06",666.9,651.85
"2179","2010-05-07",674.19,686.68
"2180","2010-05-10",668.85,690.45
"2181","2010-05-11",679.73,718.07
"2182","2010-05-12",692.42,731.81
"2183","2010-05-13",684.69,725.71
"2184","2010-05-14",683.91,715.51
"2185","2010-05-17",684.09,701.9
"2186","2010-05-18",676.58,702.65
"2187","2010-05-19",664.63,674.22
"2188","2010-05-20",662.13,659.33
"2189","2010-05-21",655.18,656.95
"2190","2010-05-24",665.14,669.95
"2191","2010-05-25",667.37,661.8
"2192","2010-05-26",676,681.35
"2193","2010-05-27",675.5,687.38
"2194","2010-05-28",675.83,685.67
"2195","2010-05-31",675.83,685.67
"2196","2010-06-01",682.47,690.48
"2197","2010-06-02",680.08,681.7
"2198","2010-06-03",673.07,667.41
"2199","2010-06-04",677.36,643.89
"2200","2010-06-07",690.22,676.02
"2201","2010-06-08",692.89,687.76
"2202","2010-06-09",684.16,677.05
"2203","2010-06-10",679.88,683.08
"2204","2010-06-11",684.33,678.65
"2205","2010-06-14",681.17,685.34
"2206","2010-06-15",686.68,691.58
"2207","2010-06-16",684.51,686.49
"2208","2010-06-17",694.63,698.97
"2209","2010-06-18",699.97,714.16
"2210","2010-06-21",690.19,700.17
"2211","2010-06-22",690.25,703.62
"2212","2010-06-23",686.91,687.17
"2213","2010-06-24",693.09,697.28
"2214","2010-06-25",698.82,711.24
"2215","2010-06-28",689.03,695.13
"2216","2010-06-29",691.15,692.05
"2217","2010-06-30",693.1,694.77
"2218","2010-07-01",671.3,660.68
"2219","2010-07-02",671.86,658.04
"2220","2010-07-05",671.86,658.04
"2221","2010-07-06",664.86,663.18
"2222","2010-07-07",666.98,668.49
"2223","2010-07-08",665.42,663.74
"2224","2010-07-09",673.04,671.21
"2225","2010-07-12",666.88,665.43
"2226","2010-07-13",675.1,678.06
"2227","2010-07-14",671.54,679.29
"2228","2010-07-15",672.27,681.96
"2229","2010-07-16",661.07,660.65
"2230","2010-07-19",657.58,651.56
"2231","2010-07-20",662.97,657.13
"2232","2010-07-21",662.97,661.22
"2233","2010-07-22",665.08,672.99
"2234","2010-07-23",660.81,672.29
"2235","2010-07-26",658.27,675.98
"2236","2010-07-27",644.3,654.66
"2237","2010-07-28",644.63,647.79
"2238","2010-07-29",649.51,654.33
"2239","2010-07-30",656.56,668.67
"2240","2010-08-02",657.4,684.13
"2241","2010-08-03",658.57,684.25
"2242","2010-08-04",663.23,678.9
"2243","2010-08-05",665.12,680.5
"2244","2010-08-06",668.45,686.11
"2245","2010-08-09",666.96,677.58
"2246","2010-08-10",664.41,674.47
"2247","2010-08-11",665.08,664.98
"2248","2010-08-12",674.79,671.02
"2249","2010-08-13",674.74,672.66
"2250","2010-08-16",680.07,684.44
"2251","2010-08-17",681.24,690.63
"2252","2010-08-18",682.96,683.3
"2253","2010-08-19",685.18,680.6
"2254","2010-08-20",681.52,668.08
"2255","2010-08-23",681.36,668.13
"2256","2010-08-24",684.08,682.43
"2257","2010-08-25",688.47,706.28
"2258","2010-08-26",686.48,704.43
"2259","2010-08-27",686.59,706.36
"2260","2010-08-30",687.32,706.37
"2261","2010-08-31",693.48,719.63
"2262","2010-09-01",692.26,718.19
"2263","2010-09-02",695.2,728.52
"2264","2010-09-03",693.93,738.78
"2265","2010-09-06",693.93,738.78
"2266","2010-09-07",698.49,737.5
"2267","2010-09-08",697.49,741.02
"2268","2010-09-09",693.84,735.32
"2269","2010-09-10",691.4,734.95
"2270","2010-09-13",691.74,746.29
"2271","2010-09-14",705.39,756.7
"2272","2010-09-15",703.73,761.85
"2273","2010-09-16",706.56,769.26
"2274","2010-09-17",708.61,770.93
"2275","2010-09-20",710.45,770.46
"2276","2010-09-21",706.85,764.43
"2277","2010-09-22",716.73,779.8
"2278","2010-09-23",719.06,785.66
"2279","2010-09-24",720.06,792.55
"2280","2010-09-27",720.35,795.23
"2281","2010-09-28",725.73,803.97
"2282","2010-09-29",726.84,813.05
"2283","2010-09-30",726.46,808.2
"2284","2010-10-01",731.01,817.05
"2285","2010-10-04",730.46,816.18
"2286","2010-10-05",743.5,842.14
"2287","2010-10-06",747.61,853.48
"2288","2010-10-07",740.57,836.48
"2289","2010-10-08",746.28,855.78
"2290","2010-10-11",751.34,864.83
"2291","2010-10-12",747.07,857.35
"2292","2010-10-13",760.28,886.43
"2293","2010-10-14",764.22,905.06
"2294","2010-10-15",761.11,899.62
"2295","2010-10-18",761.18,904.26
"2296","2010-10-19",741.15,880.82
"2297","2010-10-20",745.71,883.93
"2298","2010-10-21",735.39,857.08
"2299","2010-10-22",735.12,856.31
"2300","2010-10-25",742.78,872.1
"2301","2010-10-26",742.62,882.69
"2302","2010-10-27",733.74,866.92
"2303","2010-10-28",744.79,884.37
"2304","2010-10-29",753.17,909.89
"2305","2010-11-01",749.29,909.46
"2306","2010-11-02",752.79,919.98
"2307","2010-11-03",742.08,905.17
"2308","2010-11-04",767.33,964.7
"2309","2010-11-05",775.43,990.81
"2310","2010-11-08",778.5,1016.18
"2311","2010-11-09",782.35,1070.83
"2312","2010-11-10",776.33,995.24
"2313","2010-11-11",778.6,1015.32
"2314","2010-11-12",757.61,961.06
