"","time","gold","silver"
"2315","2010-11-15",759.28,966.65
"2316","2010-11-16",742.55,934.84
"2317","2010-11-17",741.72,945.15
"2318","2010-11-18",750.64,994.07
"2319","2010-11-19",750.26,1006.82
"2320","2010-11-22",753.31,1017.24
"2321","2010-11-23",764.28,1021.35
"2322","2010-11-24",761.68,1019.73
"2323","2010-11-25",761.68,1019.73
"2324","2010-11-26",755.76,989.04
"2325","2010-11-29",757.54,1004.6
"2326","2010-11-30",767.85,1042.25
"2327","2010-12-01",769.07,1049.68
"2328","2010-12-02",769.63,1055.56
"2329","2010-12-03",779,1081.39
"2330","2010-12-06",784.49,1098.55
"2331","2010-12-07",780.56,1100.1
"2332","2010-12-08",766.27,1043.77
"2333","2010-12-09",771.6,1064.65
"2334","2010-12-10",767.22,1056.82
"2335","2010-12-13",774.49,1094.48
"2336","2010-12-14",777.98,1100.54
"2337","2010-12-15",767.96,1080.78
"2338","2010-12-16",759.54,1063.38
"2339","2010-12-17",764.09,1076.35
"2340","2010-12-20",767.92,1084.57
"2341","2010-12-21",769.42,1086.01
"2342","2010-12-22",768.64,1085.69
"2343","2010-12-23",764.82,1083.58
"2344","2010-12-24",764.82,1083.58
"2345","2010-12-27",766.16,1080.9
"2346","2010-12-28",778.74,1120.37
"2347","2010-12-29",783.12,1134.45
"2348","2010-12-30",778.92,1127.4
"2349","2010-12-31",787.51,1143.07
"2350","2011-01-03",788.35,1150.03
"2351","2011-01-04",763.92,1090.29
"2352","2011-01-05",761.1,1078.84
"2353","2011-01-06",759.99,1076.19
"2354","2011-01-07",758.45,1059.38
"2355","2011-01-10",761.34,1066.41
"2356","2011-01-11",767.01,1089.99
"2357","2011-01-12",767.81,1091.7
"2358","2011-01-13",768.48,1081.28
"2359","2011-01-14",753.76,1046.44
"2360","2011-01-17",753.76,1046.44
"2361","2011-01-18",757.98,1068.33
"2362","2011-01-19",759.15,1064.24
"2363","2011-01-20",745.92,1015.17
"2364","2011-01-21",742.88,1013.47
"2365","2011-01-24",744.78,1009.57
"2366","2011-01-25",738.03,990.51
"2367","2011-01-26",738.42,1002.45
"2368","2011-01-27",730.29,998.87
"2369","2011-01-28",742.41,1031.69
"2370","2011-01-31",738.43,1040.94
"2371","2011-02-01",741.65,1053.69
"2372","2011-02-02",737.11,1045.38
"2373","2011-02-03",748.68,1061.61
"2374","2011-02-04",746.47,1073.84
"2375","2011-02-07",746.04,1084.35
"2376","2011-02-08",754.84,1118.66
"2377","2011-02-09",755.62,1118.83
"2378","2011-02-10",753.96,1112.12
"2379","2011-02-11",752.8,1108.43
"2380","2011-02-14",755.41,1128.39
"2381","2011-02-15",760.39,1134.37
"2382","2011-02-16",760.95,1131.53
"2383","2011-02-17",766.49,1166.14
"2384","2011-02-18",768.43,1192.14
"2385","2011-02-21",768.43,1192.14
"2386","2011-02-22",775.35,1213.24
"2387","2011-02-23",782.5,1229.79
"2388","2011-02-24",783.49,1225.21
"2389","2011-02-25",779.9,1215.73
"2390","2011-02-28",780.24,1248.86
"2391","2011-03-01",792.03,1271.28
"2392","2011-03-02",795.63,1286.35
"2393","2011-03-03",783.85,1267.6
"2394","2011-03-04",790.6,1304.53
"2395","2011-03-07",793.88,1324.41
"2396","2011-03-08",789.85,1316.77
"2397","2011-03-09",791.18,1331.14
"2398","2011-03-10",781.72,1294.92
"2399","2011-03-11",786.78,1327.01
"2400","2011-03-14",788.5,1323.52
"2401","2011-03-15",770.76,1259.89
"2402","2011-03-16",772.58,1273.01
"2403","2011-03-17",777.06,1265.11
"2404","2011-03-18",783.64,1294.65
"2405","2011-03-21",789.34,1329.49
"2406","2011-03-22",790.07,1339.39
"2407","2011-03-23",795.82,1373.7
"2408","2011-03-24",794.11,1380.24
"2409","2011-03-25",789.24,1368.2
"2410","2011-03-28",785.77,1369.65
"2411","2011-03-29",783.67,1365.93
"2412","2011-03-30",787.76,1385.28
"2413","2011-03-31",796.06,1399.21
"2414","2011-04-01",789.98,1393.45
"2415","2011-04-04",792.25,1421.6
"2416","2011-04-05",803.03,1447.05
"2417","2011-04-06",806.35,1454.59
"2418","2011-04-07",806.79,1460.68
"2419","2011-04-08",814.98,1499.68
"2420","2011-04-11",811.66,1499.85
"2421","2011-04-12",803.65,1479.67
"2422","2011-04-13",804.75,1486.04
"2423","2011-04-14",814.04,1538.67
"2424","2011-04-15",821.56,1572.07
"2425","2011-04-18",825.38,1586.14
"2426","2011-04-19",826.6,1621.09
"2427","2011-04-20",828.7,1641.39
"2428","2011-04-21",831.41,1700.44
"2429","2011-04-22",831.41,1700.44
"2430","2011-04-25",834.35,1740.9
"2431","2011-04-26",831.25,1663.62
"2432","2011-04-27",838.77,1697.14
"2433","2011-04-28",846.57,1754.49
"2434","2011-04-29",860.51,1793.54
"2435","2011-05-02",860.9,1700.73
"2436","2011-05-03",851.67,1571.6
"2437","2011-05-04",837.79,1453.62
"2438","2011-05-05",819.05,1337.44
"2439","2011-05-06",824.69,1302.28
"2440","2011-05-09",831.1,1369.78
"2441","2011-05-10",838.68,1420.34
"2442","2011-05-11",830.11,1310.7
"2443","2011-05-12",833.05,1284.2
"2444","2011-05-13",825.76,1292.17
"2445","2011-05-16",824.1,1259.66
"2446","2011-05-17",818.25,1236.01
"2447","2011-05-18",827.03,1295.28
"2448","2011-05-19",825.1,1289.19
"2449","2011-05-20",834.16,1294.91
"2450","2011-05-23",837.75,1288.16
"2451","2011-05-24",842.06,1333.33
"2452","2011-05-25",844,1389.21
"2453","2011-05-26",841.74,1377.7
"2454","2011-05-27",849.25,1397.37
"2455","2011-05-30",849.25,1397.37
"2456","2011-05-31",848.98,1413.69
"2457","2011-06-01",852.52,1391.14
"2458","2011-06-02",846.72,1336.08
"2459","2011-06-03",852.08,1335.68
"2460","2011-06-06",854.73,1357.5
"2461","2011-06-07",852.97,1367.24
"2462","2011-06-08",850.04,1351.52
"2463","2011-06-09",852.25,1381.19
"2464","2011-06-10",844.79,1340.7
"2465","2011-06-13",837.28,1281.64
"2466","2011-06-14",842.15,1306.65
"2467","2011-06-15",843.14,1306.58
"2468","2011-06-16",845.19,1312.15
"2469","2011-06-17",850.27,1319.05
"2470","2011-06-20",851.88,1331.04
"2471","2011-06-21",854.31,1342.44
"2472","2011-06-22",858.18,1355.76
"2473","2011-06-23",840,1291.65
"2474","2011-06-24",829.17,1278.15
"2475","2011-06-27",826.69,1239.31
"2476","2011-06-28",828.79,1241.34
"2477","2011-06-29",834.43,1282.54
"2478","2011-06-30",830.23,1284.87
"2479","2011-07-01",819.07,1243.3
"2480","2011-07-04",819.07,1243.3
"2481","2011-07-05",835.7,1306.2
"2482","2011-07-06",844.82,1324.86
"2483","2011-07-07",845.59,1347.73
"2484","2011-07-08",851.67,1347.99
"2485","2011-07-11",855.87,1316.82
"2486","2011-07-12",863.1,1314.46
"2487","2011-07-13",875.87,1407.31
"2488","2011-07-14",877.93,1427.34
"2489","2011-07-15",878.37,1441.25
"2490","2011-07-18",885.21,1488.14
"2491","2011-07-19",884.5,1483.68
"2492","2011-07-20",882.24,1459.22
"2493","2011-07-21",876.77,1436.68
"2494","2011-07-22",884.83,1480.03
"2495","2011-07-25",890.73,1488.85
"2496","2011-07-26",893.44,1501.28
"2497","2011-07-27",892.34,1496.49
"2498","2011-07-28",891.73,1467.94
"2499","2011-07-29",900.01,1479.45
"2500","2011-08-01",894.77,1450.06
"2501","2011-08-02",907.36,1478.94
"2502","2011-08-03",919.39,1540.41
"2503","2011-08-04",915.36,1454.57
"2504","2011-08-05",911.39,1409.57
"2505","2011-08-08",945.28,1452.72
"2506","2011-08-09",961.72,1397.55
"2507","2011-08-10",984.51,1450.79
"2508","2011-08-11",966.42,1426.54
"2509","2011-08-12",961.51,1442.87
"2510","2011-08-15",970.01,1449.88
"2511","2011-08-16",984.91,1468.71
"2512","2011-08-17",989.76,1488.25
"2513","2011-08-18",1005.32,1500.71
"2514","2011-08-19",1021.99,1565.25
"2515","2011-08-22",1043.89,1598.35
"2516","2011-08-23",1027.01,1560.2
"2517","2011-08-24",969.63,1444.87
"2518","2011-08-25",972.88,1503.55
"2519","2011-08-26",991.7,1511.22
"2520","2011-08-29",988.55,1496.48
"2521","2011-08-30",1009.63,1528.29
"2522","2011-08-31",1010.68,1539.49
"2523","2011-09-01",1009.25,1530.8
"2524","2011-09-02",1035.62,1587.45
"2525","2011-09-05",1035.62,1587.45
"2526","2011-09-06",1033.64,1543.18
"2527","2011-09-07",1002.9,1534.45
"2528","2011-09-08",1024.92,1567.59
"2529","2011-09-09",1026.03,1534.19
"2530","2011-09-12",1000.54,1482.34
"2531","2011-09-13",1009.81,1518.31
"2532","2011-09-14",1007.82,1493.99
"2533","2011-09-15",982.94,1455.95
"2534","2011-09-16",1001.31,1504.97
"2535","2011-09-19",981.56,1443.49
"2536","2011-09-20",998.22,1479.39
"2537","2011-09-21",997.67,1491.63
"2538","2011-09-22",961.03,1348.21
"2539","2011-09-23",904.81,1109.48
"2540","2011-09-26",879.98,1104.88
"2541","2011-09-27",911.82,1162.38
"2542","2011-09-28",892.83,1110.7
"2543","2011-09-29",892.39,1125
"2544","2011-09-30",895.15,1108.82
"2545","2011-10-03",914.69,1135.07
"2546","2011-10-04",891.68,1099.83
"2547","2011-10-05",905.81,1118.74
"2548","2011-10-06",912.21,1179.67
"2549","2011-10-07",902.61,1142.37
"2550","2011-10-10",921.92,1178.75
"2551","2011-10-11",916.51,1179.41
"2552","2011-10-12",928.43,1208.57
"2553","2011-10-13",920.65,1167.21
"2554","2011-10-14",928.65,1185.86
"2555","2011-10-17",925.12,1172.89
"2556","2011-10-18",911.99,1173.26
"2557","2011-10-19",908.79,1152.84
"2558","2011-10-20",889.98,1116.13
"2559","2011-10-21",902.78,1149.75
"2560","2011-10-24",911.72,1166.37
"2561","2011-10-25",938.26,1218.27
"2562","2011-10-26",951.01,1227.78
"2563","2011-10-27",964.36,1294.2
"2564","2011-10-28",964.09,1300.69
"2565","2011-10-31",951.95,1266.27
"2566","2011-11-01",944.56,1206.44
"2567","2011-11-02",954.38,1251.12
"2568","2011-11-03",973.97,1271.58
"2569","2011-11-04",969,1256.32
"2570","2011-11-07",988.31,1283.74
"2571","2011-11-08",992.79,1295.75
"2572","2011-11-09",988.6,1266.59
"2573","2011-11-10",970.93,1257.21
"2574","2011-11-11",986.68,1278.58
"2575","2011-11-14",981.33,1254.34
"2576","2011-11-15",983.43,1270.31
"2577","2011-11-16",979.13,1247.05
"2578","2011-11-17",949.38,1161.51
"2579","2011-11-18",952.13,1195.36
"2580","2011-11-21",926.62,1147.46
"2581","2011-11-22",939.79,1215.3
"2582","2011-11-23",936.1,1176.05
"2583","2011-11-24",936.1,1176.05
"2584","2011-11-25",930.42,1143.96
"2585","2011-11-28",944.75,1186.28
"2586","2011-11-29",947.18,1175.53
"2587","2011-11-30",964.48,1206.96
"2588","2011-12-01",958.69,1205.3
"2589","2011-12-02",965.03,1202.62
"2590","2011-12-05",955.78,1191.07
"2591","2011-12-06",954.29,1204.75
"2592","2011-12-07",961.45,1200.45
"2593","2011-12-08",944.15,1160.38
"2594","2011-12-09",946.02,1186.69
"2595","2011-12-12",919.24,1140.66
"2596","2011-12-13",916.43,1150.15
"2597","2011-12-14",874.45,1064.61
"2598","2011-12-15",869.1,1077.08
"2599","2011-12-16",880.51,1091.69
"2600","2011-12-19",879.85,1062.36
"2601","2011-12-20",891.36,1086.72
"2602","2011-12-21",889.16,1076.16
"2603","2011-12-22",887.51,1068.73
"2604","2011-12-23",884.97,1070.09
"2605","2011-12-26",884.97,1070.09
"2606","2011-12-27",879.19,1057.44
"2607","2011-12-28",861.88,1002.03
"2608","2011-12-29",849.1,1005.01
"2609","2011-12-30",863.37,1027.08
"2610","2012-01-02",863.37,1027.08
"2611","2012-01-03",881.95,1088.05
"2612","2012-01-04",888.67,1070.58
"2613","2012-01-05",892.75,1077.9
"2614","2012-01-06",890.93,1055.34
"2615","2012-01-09",886.14,1058.99
"2616","2012-01-10",899.05,1097
"2617","2012-01-11",903.53,1099.76
"2618","2012-01-12",907.99,1108.37
"2619","2012-01-13",898.6,1086.22
"2620","2012-01-16",898.6,1086.22
"2621","2012-01-17",912.25,1108.77
"2622","2012-01-18",914.56,1123.79
"2623","2012-01-19",911.59,1122.54
"2624","2012-01-20",916.87,1165.44
"2625","2012-01-23",924.74,1187.33
"2626","2012-01-24",917.2,1176.48
"2627","2012-01-25",936.79,1218.65
"2628","2012-01-26",951.58,1241.53
"2629","2012-01-27",954.61,1243.27
"2630","2012-01-30",954.06,1233.59
"2631","2012-01-31",957.36,1223.84
"2632","2012-02-01",962.37,1243.9
"2633","2012-02-02",967.76,1257.44
"2634","2012-02-03",957.31,1241.77
"2635","2012-02-06",948.85,1241.81
"2636","2012-02-07",961.78,1258.15
"2637","2012-02-08",952.37,1240.12
"2638","2012-02-09",957.82,1247.97
"2639","2012-02-10",949.07,1236.47
"2640","2012-02-13",948.86,1240.81
"2641","2012-02-14",944.9,1227.08
"2642","2012-02-15",950.63,1229.36
"2643","2012-02-16",950.79,1228
"2644","2012-02-17",949.42,1222.32
"2645","2012-02-20",949.42,1222.32
"2646","2012-02-21",967.36,1267.06
"2647","2012-02-22",974.41,1260.75
"2648","2012-02-23",982.66,1308.79
"2649","2012-02-24",977.22,1300.86
"2650","2012-02-27",976.4,1307.63
"2651","2012-02-28",983.83,1366.43
"2652","2012-02-29",941.42,1272.3
"2653","2012-03-01",947.42,1309.73
"2654","2012-03-02",940.6,1268.01
"2655","2012-03-05",937.36,1237.54
"2656","2012-03-06",919.87,1204.05
"2657","2012-03-07",926.36,1233.51
"2658","2012-03-08",934.51,1242.54
"2659","2012-03-09",941.55,1256.54
"2660","2012-03-12",935.06,1227.2
"2661","2012-03-13",931.98,1233.38
"2662","2012-03-14",903.7,1181.96
"2663","2012-03-15",912.76,1201.98
"2664","2012-03-16",910.73,1197.5
"2665","2012-03-19",917.11,1210.4
"2666","2012-03-20",905.96,1169.23
"2667","2012-03-21",907.78,1183.67
"2668","2012-03-22",903.5,1151.28
"2669","2012-03-23",914.48,1185.33
"2670","2012-03-26",927.29,1202.9
"2671","2012-03-27",927.02,1197.98
"2672","2012-03-28",912.08,1169.15
"2673","2012-03-29",909,1175.06
"2674","2012-03-30",918.34,1193.14
"2675","2012-04-02",922.64,1215.7
"2676","2012-04-03",918.41,1221.83
"2677","2012-04-04",886.61,1140.26
"2678","2012-04-05",895.4,1165.46
"2679","2012-04-06",895.4,1165.46
"2680","2012-04-09",902.98,1157.9
"2681","2012-04-10",912.21,1163.6
"2682","2012-04-11",912,1157.81
"2683","2012-04-12",923.15,1194.69
"2684","2012-04-13",911.95,1153.04
"2685","2012-04-16",906.19,1152.49
"2686","2012-04-17",906.96,1163.57
"2687","2012-04-18",900.64,1156.68
"2688","2012-04-19",901.63,1167.46
"2689","2012-04-20",902.4,1162.81
"2690","2012-04-23",896.81,1121.72
"2691","2012-04-24",902.96,1129.64
"2692","2012-04-25",902.14,1115.35
"2693","2012-04-26",912.14,1146.54
"2694","2012-04-27",914.5,1151.5
"2695","2012-04-30",914.18,1137.02
"2696","2012-05-01",913.19,1133.87
"2697","2012-05-02",908.58,1123.43
"2698","2012-05-03",898.04,1100.15
"2699","2012-05-04",903.75,1115.63
"2700","2012-05-07",900.41,1104.27
"2701","2012-05-08",881.41,1079.97
"2702","2012-05-09",875.76,1071.98
"2703","2012-05-10",876.47,1069.67
"2704","2012-05-11",870.16,1059.12
"2705","2012-05-14",857.5,1039.44
"2706","2012-05-15",855.36,1029.43
"2707","2012-05-16",844.06,997.03
"2708","2012-05-17",865.13,1027.24
"2709","2012-05-18",874.51,1052.72
"2710","2012-05-21",872.76,1038.28
"2711","2012-05-22",866.07,1033.08
"2712","2012-05-23",850.61,1008.89
"2713","2012-05-24",855.65,1032.28
"2714","2012-05-25",861.91,1040.68
"2715","2012-05-28",861.91,1040.68
"2716","2012-05-29",850.84,1018.87
"2717","2012-05-30",858.9,1025.91
"2718","2012-05-31",858.08,1017.63
"2719","2012-06-01",889.85,1045.31
"2720","2012-06-04",885.36,1026.8
"2721","2012-06-05",887,1041.4
"2722","2012-06-06",896.5,1081.11
"2723","2012-06-07",871.15,1045.95
"2724","2012-06-08",873.02,1043.83
"2725","2012-06-11",875.99,1049.19
"2726","2012-06-12",885.32,1061.47
"2727","2012-06-13",888.39,1061.21
"2728","2012-06-14",888.5,1041.64
"2729","2012-06-15",893.17,1053.83
"2730","2012-06-18",892.57,1051.35
"2731","2012-06-19",890.49,1040.23
"2732","2012-06-20",886.43,1040.96
"2733","2012-06-21",858.84,984.15
"2734","2012-06-22",859.61,977.71
"2735","2012-06-25",871.41,1009.29
"2736","2012-06-26",864.01,991.59
"2737","2012-06-27",865.93,987.82
"2738","2012-06-28",850.57,961.89
"2739","2012-06-29",880.09,1010.22
"2740","2012-07-02",876.53,1006.09
"2741","2012-07-03",889.75,1034.67
"2742","2012-07-04",889.75,1034.67
"2743","2012-07-05",882.95,1012.43
"2744","2012-07-06",866.22,984.92
"2745","2012-07-09",871.83,1004.1
"2746","2012-07-10",866.74,983.54
"2747","2012-07-11",864.52,988.7
"2748","2012-07-12",858.79,993.75
"2749","2012-07-13",873.45,1001.36
"2750","2012-07-16",873.18,999.62
"2751","2012-07-17",872.04,999.44
"2752","2012-07-18",861.81,991.35
"2753","2012-07-19",867.06,995.82
"2754","2012-07-20",868.32,998.93
"2755","2012-07-23",865.38,989.43
"2756","2012-07-24",864.72,980.98
"2757","2012-07-25",882.18,1004.94
"2758","2012-07-26",886.06,1004.22
"2759","2012-07-27",887.65,1006.12
"2760","2012-07-30",888.37,1025.7
"2761","2012-07-31",883.23,1021.35
"2762","2012-08-01",879.24,1007.49
"2763","2012-08-02",870.16,987.73
"2764","2012-08-03",880.34,1017.23
"2765","2012-08-06",884.12,1019.51
"2766","2012-08-07",882.26,1027.67
"2767","2012-08-08",884.02,1027.28
"2768","2012-08-09",886.32,1028.09
"2769","2012-08-10",887.74,1026.84
"2770","2012-08-13",882.17,1016.08
"2771","2012-08-14",876.59,1015.93
"2772","2012-08-15",878.89,1017.72
"2773","2012-08-16",885.79,1032.39
"2774","2012-08-17",885.9,1024.7
"2775","2012-08-20",887.88,1046.27
"2776","2012-08-21",898.77,1076.77
"2777","2012-08-22",897.46,1081.41
"2778","2012-08-23",915.13,1114.28
"2779","2012-08-24",915.19,1120.38
"2780","2012-08-27",916.67,1136
"2781","2012-08-28",913.45,1129.66
"2782","2012-08-29",909.78,1128.17
"2783","2012-08-30",906.56,1110.8
"2784","2012-08-31",923.25,1147.15
"2785","2012-09-03",923.25,1147.15
"2786","2012-09-04",927.85,1182.51
"2787","2012-09-05",926.76,1179.52
"2788","2012-09-06",933.11,1192.12
"2789","2012-09-07",952.21,1229.19
"2790","2012-09-10",947.45,1227.12
"2791","2012-09-11",949.15,1224.68
"2792","2012-09-12",948.5,1214.68
"2793","2012-09-13",969.51,1268.9
"2794","2012-09-14",969.84,1264.46
"2795","2012-09-17",968.7,1253.92
"2796","2012-09-18",969.03,1266.73
"2797","2012-09-19",969.31,1261.99
"2798","2012-09-20",968.49,1265.43
"2799","2012-09-21",972.76,1263.82
"2800","2012-09-24",965.44,1239.97
"2801","2012-09-25",966.43,1238.66
"2802","2012-09-26",959.43,1238.38
"2803","2012-09-27",974.15,1264.87
"2804","2012-09-28",970.54,1261.62
"2805","2012-10-01",975.69,1275.32
"2806","2012-10-02",971.48,1264.99
"2807","2012-10-03",973.78,1265.76
"2808","2012-10-04",982.92,1280.76
"2809","2012-10-05",974.33,1261.46
"2810","2012-10-08",971.55,1241.22
"2811","2012-10-09",965.7,1240.06
"2812","2012-10-10",965.75,1244.59
"2813","2012-10-11",968.76,1243.6
"2814","2012-10-12",962.8,1228.54
"2815","2012-10-15",950.72,1194.76
"2816","2012-10-16",955.48,1202.64
"2817","2012-10-17",959.15,1212.61
"2818","2012-10-18",954.61,1199.33
"2819","2012-10-19",943.29,1171.2
"2820","2012-10-22",944.56,1176.87
"2821","2012-10-23",935.31,1160.12
"2822","2012-10-24",931.05,1153.81
"2823","2012-10-25",937.29,1170.53
"2824","2012-10-26",936.69,1169
"2825","2012-10-29",934.94,1158.39
"2826","2012-10-30",936.81,1160.98
"2827","2012-10-31",940.64,1179.23
"2828","2012-11-01",938.68,1176.76
"2829","2012-11-02",916.63,1126
"2830","2012-11-05",921.01,1135.9
"2831","2012-11-06",938.42,1168.97
"2832","2012-11-07",937.87,1155.36
"2833","2012-11-08",944.45,1176.49
"2834","2012-11-09",947.13,1189.64
"2835","2012-11-12",947.14,1186.85
"2836","2012-11-13",943.81,1185.58
"2837","2012-11-14",946.76,1199.88
"2838","2012-11-15",937.8,1192.39
"2839","2012-11-16",938.24,1181.22
"2840","2012-11-19",949.07,1211.15
"2841","2012-11-20",943.17,1201.8
"2842","2012-11-21",945.74,1217.16
"2843","2012-11-22",945.74,1217.16
"2844","2012-11-23",958.43,1245.09
"2845","2012-11-26",957.45,1245.93
"2846","2012-11-27",953.52,1240.29
"2847","2012-11-28",939.31,1229.23
"2848","2012-11-29",945.16,1253.3
"2849","2012-11-30",935.98,1211.37
"2850","2012-12-03",940.58,1228.85
"2851","2012-12-04",926.76,1194.23
"2852","2012-12-05",925.67,1199.66
"2853","2012-12-06",930.04,1205.38
"2854","2012-12-07",932.07,1206
"2855","2012-12-10",936.94,1214.96
"2856","2012-12-11",934.32,1201.86
"2857","2012-12-12",938.85,1229.71
"2858","2012-12-13",927.33,1177.77
"2859","2012-12-14",927.44,1175.74
"2860","2012-12-17",928.1,1175.05
"2861","2012-12-18",913.07,1152.81
"2862","2012-12-19",911.43,1132.68
"2863","2012-12-20",899.52,1080.34
"2864","2012-12-21",907.28,1099.45
"2865","2012-12-24",906.96,1088.32
"2866","2012-12-25",906.96,1088.32
"2867","2012-12-26",907.61,1093.34
"2868","2012-12-27",909.26,1100.81
"2869","2012-12-28",905,1091.16
"2870","2012-12-31",915.88,1100.34
